iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 439  5.0283744e+04 5.24e+00 1.95e+05  -1.0 4.93e+00   3.2 8.25e-01 1.58e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 440  5.0356765e+04 3.46e+00 1.44e+05  -1.0 4.74e+00   2.7 3.69e-01 3.41e-01h  1
 441r 5.0356765e+04 3.46e+00 1.00e+03  -0.8 0.00e+00   2.3 0.00e+00 4.93e-07R 13
 442r 5.0340237e+04 1.34e+00 9.97e+02  -0.8 1.21e+03    -  4.48e-03 9.90e-04f  1
 443  5.0326135e+04 1.34e+00 3.82e+02  -1.0 3.69e+03    -  1.13e-03 6.76e-05f  1
 444  5.0317257e+04 1.34e+00 3.76e+03  -1.0 2.63e+03    -  6.04e-03 5.93e-05f  1
 445  5.0288439e+04 1.34e+00 4.11e+03  -1.0 3.32e+02    -  2.94e-03 2.39e-03f  1
 446  5.0285849e+04 1.34e+00 6.86e+03  -1.0 3.47e+02    -  2.85e-03 2.17e-04f  1
 447  5.0239731e+04 1.40e+00 4.06e+03  -1.0 3.77e+02    -  3.06e-05 8.89e-03f  1
 448  5.0239812e+04 1.40e+00 3.78e+04  -1.0 1.31e+00   1.8 2.11e-02 1.67e-03h  1
 449  5.0240061e+04 1.40e+00 2.12e+05  -1.0 2.16e+00   1.3 1.35e-01 3.16e-03f  6
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 450  4.9371170e+04 2.23e+01 1.79e+05  -1.0 1.30e+03    -  9.28e-04 3.66e-02f  1
 451  4.9370966e+04 2.23e+01 2.08e+05  -1.0 3.99e+00   0.8 4.36e-02 6.89e-04f  2
 452  4.9357045e+04 2.17e+01 2.08e+05  -1.0 1.73e+01   0.3 3.94e-02 3.26e-02f  1
 453  4.9356369e+04 2.13e+01 1.71e+05  -1.0 1.61e+01   0.8 4.87e-03 1.86e-02f  2
 454  4.9356448e+04 2.13e+01 1.71e+05  -1.0 1.48e+01   1.2 2.50e-04 2.44e-04f  9
 455  4.9430698e+04 1.57e+01 9.99e+04  -1.0 5.52e+00   1.6 1.15e-01 2.65e-01h  1
 456  4.9430681e+04 1.57e+01 7.41e+04  -1.0 2.03e+00   3.0 4.27e-01 2.91e-04h  1
 457  4.9434782e+04 1.45e+01 1.20e+06  -1.0 1.47e+00   2.5 3.51e-01 7.06e-02h  1
 458  4.9453672e+04 1.03e+01 9.61e+05  -1.0 1.32e+00   2.0 8.11e-01 2.89e-01h  1
 459  4.9480407e+04 3.54e+00 4.49e+04  -1.0 1.13e+00   1.5 9.92e-01 6.64e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 460  4.9462612e+04 1.70e+00 1.56e+05  -1.0 1.54e+00   1.0 1.00e+00 5.32e-01f  1
 461  4.9317722e+04 1.82e+00 1.59e+03  -1.0 3.66e+00   0.6 1.00e+00 1.00e+00f  1
 462  4.8919247e+04 1.29e+01 4.45e+02  -1.0 9.80e+00   0.1 1.00e+00 1.00e+00f  1
 463  4.8165549e+04 6.28e+01 2.28e+03  -1.0 2.30e+01  -0.4 1.00e+00 1.00e+00f  1
 464  4.7305998e+04 1.46e+02 4.10e+03  -1.0 4.35e+01  -0.9 1.00e+00 1.00e+00f  1
 465  4.6638499e+04 1.22e+02 2.91e+03  -1.0 8.06e+01  -1.3 1.00e+00 1.00e+00f  1
 466  4.5991938e+04 7.41e+02 1.57e+04  -1.0 2.37e+02  -1.8 1.27e-01 6.16e-01F  1
 467  4.5984236e+04 7.30e+02 1.39e+04  -1.0 8.33e+01  -1.4 1.00e+00 1.55e-02f  1
 468  4.5832394e+04 1.48e+03 1.15e+04  -1.0 3.09e+02  -1.9 1.24e-01 9.98e-02f  2
 469  4.5696555e+04 1.81e+03 2.66e+04  -1.0 7.61e+01  -1.4 1.00e+00 4.10e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 470  4.5695421e+04 1.81e+03 1.81e+04  -1.0 1.39e+03    -  1.46e-01 2.25e-04f  1
 471  4.5750148e+04 1.21e+01 7.49e+01  -1.0 1.16e+03    -  1.00e+00 1.00e+00h  1
 472  4.5741877e+04 2.05e-02 9.91e+02  -1.7 1.96e+04    -  8.12e-01 1.00e+00f  1
 473  4.5741134e+04 1.01e-05 4.37e+01  -1.7 4.47e+04    -  1.00e+00 1.00e+00f  1
 474  4.5739408e+04 2.69e-05 2.54e+02  -2.5 4.75e+03    -  8.05e-01 1.00e+00f  1
 475  4.5739325e+04 2.19e-07 6.85e+01  -2.5 1.32e+04    -  1.00e+00 1.00e+00f  1
 476  4.5739317e+04 3.95e-08 6.38e+01  -2.5 1.56e+04    -  1.00e+00 1.00e+00f  1
 477  4.5739314e+04 3.58e-08 2.57e+01  -2.5 7.40e-04    -  1.00e+00 1.00e+00f  1
 478  4.5739262e+04 7.13e-07 5.99e+02  -3.8 2.46e-02    -  4.26e-02 3.28e-01f  1
 479  4.5739048e+04 3.32e-07 2.14e+02  -3.8 1.83e-02    -  9.29e-01 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 480  4.5739035e+04 7.30e-08 1.17e+02  -3.8 3.20e-03    -  1.00e+00 1.00e+00f  1
 481  4.5739029e+04 3.35e-08 8.33e+01  -3.8 9.02e-04    -  1.00e+00 1.00e+00f  1
 482  4.5739027e+04 3.32e-09 4.00e+01  -3.8 3.14e-04  -1.9 1.00e+00 1.00e+00f  1
 483  4.5739026e+04 2.59e-07 2.73e+01  -3.8 2.05e-04    -  1.00e+00 1.00e+00f  1
 484  4.5739026e+04 2.24e-08 8.05e-01  -3.8 3.36e-05    -  1.00e+00 1.00e+00h  1
 485  4.5739012e+04 2.36e-08 8.85e-01  -5.7 1.85e-03    -  1.00e+00 9.21e-01f  1
 486  4.5739010e+04 6.58e-09 2.14e-01  -5.7 1.53e-04    -  1.00e+00 1.00e+00f  1
 487  4.5739010e+04 2.87e-09 2.07e-01  -5.7 1.50e-05    -  1.00e+00 1.00e+00f  1
 488  4.5739010e+04 8.38e-09 5.51e-01  -5.7 2.40e-05  -2.4 1.00e+00 1.00e+00f  1
 489  4.5739008e+04 1.49e-09 4.43e+01  -5.7 2.52e-04   3.4 1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 490  4.5739009e+04 1.40e-09 6.77e+03  -5.7 1.20e-04    -  1.00e+00 6.25e-02h  5
 491  4.5739009e+04 1.46e-10 9.43e+00  -5.7 5.58e-05   3.0 1.00e+00 1.00e+00h  1
 492  4.5739007e+04 1.85e-09 4.25e+04  -5.7 3.40e-03   3.4 3.84e-02 6.11e-03H  1
 493  4.5739007e+04 1.83e-09 7.52e+03  -5.7 7.72e-04    -  1.00e+00 1.87e-04f  2
 494  4.5739007e+04 2.94e-09 5.21e-04  -5.7 8.18e-05    -  1.00e+00 1.00e+00f  1
 495  4.5739007e+04 2.91e-11 1.56e-03  -9.0 2.31e-05    -  1.00e+00 9.97e-01f  1
 496  4.5739007e+04 2.91e-11 4.56e-08  -9.0 6.01e-08    -  1.00e+00 1.00e+00f  1
