iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220  1.2910690e+05 2.10e+04 3.95e+04  -1.0 1.05e+04    -  1.08e-02 1.94e-06f  1
 221  1.2910398e+05 2.10e+04 8.39e+04  -1.0 6.13e+04    -  3.44e-05 1.48e-05f  1
 222  1.2910362e+05 2.10e+04 2.85e+06  -1.0 3.41e+05    -  6.11e-05 1.16e-06f  2
 223r 1.2910362e+05 2.10e+04 1.00e+03   2.3 0.00e+00    -  0.00e+00 1.82e-07R  2
 224r 1.0253470e+05 1.36e+04 9.97e+02   2.3 1.15e+04    -  1.18e-02 1.47e-02f  1
 225  1.0251864e+05 1.36e+04 3.86e+01  -1.0 2.99e+03    -  3.46e-03 1.20e-04f  1
 226  1.0250791e+05 1.36e+04 3.86e+01  -1.0 5.32e+03    -  1.85e-05 5.80e-05f  1
 227  1.0250753e+05 1.36e+04 2.47e+04  -1.0 4.28e+04    -  7.34e-03 8.39e-07f  2
 228  1.0250736e+05 1.36e+04 1.50e+05  -1.0 7.07e+04    -  2.22e-04 2.55e-07f  2
 229  1.0250512e+05 1.36e+04 3.27e+05  -1.0 9.54e+05    -  8.82e-06 2.13e-06f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230r 1.0250512e+05 1.36e+04 1.00e+03   2.1 0.00e+00    -  0.00e+00 4.62e-07R  2
 231r 9.6630342e+04 1.21e+04 9.98e+02   2.1 9.20e+03    -  3.22e-03 4.18e-03f  1
 232  9.6626418e+04 1.21e+04 1.13e+02  -1.0 3.08e+03    -  3.53e-03 3.06e-05f  1
 233  9.6626290e+04 1.21e+04 7.67e+04  -1.0 1.91e+04    -  1.05e-02 4.71e-07f  2
 234r 9.6626290e+04 1.21e+04 1.00e+03   2.1 0.00e+00    -  0.00e+00 4.84e-07R  5
 235r 8.8466768e+04 1.02e+04 9.92e+02   2.1 8.70e+03    -  4.47e-02 6.17e-03f  1
 236  8.8460969e+04 1.02e+04 6.73e+01  -1.0 2.48e+03    -  3.69e-03 5.34e-05f  1
 237  8.8459422e+04 1.02e+04 1.92e+04  -1.0 8.83e+03    -  1.45e-02 8.85e-06f  1
 238r 8.8459422e+04 1.02e+04 1.00e+03   2.0 0.00e+00    -  0.00e+00 3.06e-07R  6
 239r 8.1585898e+04 8.74e+03 9.93e+02   2.0 8.04e+03    -  3.46e-02 5.68e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240  8.1580373e+04 8.74e+03 7.11e+01  -1.0 1.90e+03    -  4.39e-03 6.03e-05f  1
 241  8.1575215e+04 8.74e+03 2.54e+03  -1.0 8.37e+03    -  2.80e-03 3.39e-05f  1
 242  8.1575116e+04 8.74e+03 4.16e+03  -1.0 2.75e+04    -  1.34e-05 1.53e-06f  2
 243  8.1572516e+04 8.74e+03 2.26e+03  -1.0 4.94e+04    -  7.23e-06 4.90e-05f  1
 244  8.1492049e+04 8.73e+03 5.56e+03  -1.0 4.29e+03    -  4.00e-04 9.08e-04f  1
 245  8.1281188e+04 8.71e+03 3.15e+04  -1.0 1.26e+03    -  3.50e-02 2.40e-03f  1
 246  7.4205154e+04 8.01e+03 2.08e+04  -1.0 9.47e+02    -  1.40e-02 8.19e-02f  1
 247  7.3236457e+04 7.91e+03 1.69e+04  -1.0 3.53e+02    -  8.55e-02 1.31e-02f  1
 248  7.3228837e+04 7.91e+03 2.03e+04  -1.0 3.50e+02    -  4.19e-03 1.06e-04f  1
 249  7.3216246e+04 7.91e+03 1.66e+04  -1.0 2.00e+03    -  2.61e-06 2.57e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250  7.3159491e+04 7.89e+03 1.08e+04  -1.0 7.60e+02   1.2 2.50e-04 1.35e-03f  1
 251  7.3024539e+04 7.87e+03 1.36e+03  -1.0 8.54e+02   1.7 1.86e-03 2.81e-03f  1
 252  7.2835328e+04 7.85e+03 1.21e+04  -1.0 8.89e+02   2.1 4.49e-03 3.24e-03f  1
 253  7.2450075e+04 7.81e+03 1.51e+04  -1.0 1.10e+03   1.6 9.54e-03 5.35e-03f  1
 254  7.1616057e+04 7.71e+03 1.51e+04  -1.0 4.06e+02   1.1 6.67e-04 1.28e-02f  1
 255  7.1601264e+04 7.70e+03 1.53e+04  -1.0 3.39e+02   0.7 1.97e-05 2.31e-04f  1
 256r 7.1601264e+04 7.70e+03 1.00e+03   1.9 0.00e+00   1.1 0.00e+00 3.63e-07R  2
 257r 7.1946390e+04 1.68e+04 1.19e+04   1.9 3.50e+04    -  4.39e-03 3.68e-03f  1
 258r 7.1528229e+04 1.53e+04 2.61e+03   1.9 5.85e+01   2.0 1.53e-01 1.04e-01f  1
 259r 7.1189365e+04 1.31e+04 1.03e+04   1.9 5.17e+01   2.4 1.87e-01 1.75e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260r 7.0704433e+04 1.17e+04 4.58e+03   1.9 4.56e+01   1.9 4.30e-01 1.44e-01f  1
 261r 7.0172397e+04 1.09e+04 6.29e+03   1.9 4.29e+01   1.5 3.77e-01 8.43e-02f  1
 262r 6.8683870e+04 9.73e+03 5.39e+03   1.9 5.35e+01   1.0 2.42e-01 1.19e-01f  1
 263r 6.6623883e+04 8.73e+03 3.19e+03   1.9 1.06e+02   0.5 2.10e-01 9.25e-02f  1
 264r 6.5938693e+04 6.93e+03 2.44e+03   1.9 3.39e+01   1.8 3.38e-01 3.09e-01f  1
 265  6.4691705e+04 6.84e+03 3.83e+01  -1.0 9.30e+02    -  6.56e-03 1.21e-02f  1
 266  6.4420707e+04 6.78e+03 6.37e+01  -1.0 2.51e+02   0.6 5.84e-03 9.59e-03f  1
 267  6.4386131e+04 6.77e+03 1.24e+03  -1.0 2.52e+02   0.1 1.52e-01 1.17e-03f  1
 268  6.4196102e+04 6.75e+03 1.68e+03  -1.0 3.97e+02    -  3.10e-02 2.43e-03f  1
 269  6.2335728e+04 6.57e+03 1.73e+03  -1.0 3.34e+02    -  3.17e-02 2.78e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270  5.6464305e+04 5.99e+03 2.00e+03  -1.0 3.83e+02    -  1.24e-01 1.09e-01f  1
 271  5.5677708e+04 5.82e+03 4.42e+03  -1.0 2.39e+02  -0.3 1.48e-01 2.74e-02f  1
 272  5.5586465e+04 5.80e+03 4.00e+03  -1.0 2.28e+02   1.0 1.56e-02 3.92e-03f  1
 273  5.5572417e+04 5.80e+03 4.01e+03  -1.0 2.28e+02   0.5 7.79e-04 5.94e-04f  1
 274  5.3596977e+04 5.35e+03 7.36e+03  -1.0 2.31e+02   0.0 1.50e-01 7.89e-02f  1
 275  5.2777858e+04 5.15e+03 1.04e+04  -1.0 2.14e+02   0.5 9.66e-02 3.76e-02f  1
 276  5.2482096e+04 5.07e+03 1.07e+04  -1.0 2.01e+02   0.9 1.65e-02 1.47e-02f  1
 277  5.2479125e+04 5.07e+03 1.96e+04  -1.0 1.97e+02   1.3 4.33e-03 1.49e-04f  1
 278  5.2463693e+04 5.07e+03 4.18e+04  -1.0 2.10e+02   0.8 1.76e-02 5.46e-04f  1
 279  5.1896513e+04 4.97e+03 4.35e+04  -1.0 2.13e+02   1.3 2.17e-02 2.05e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280  5.1900257e+04 4.97e+03 4.37e+04  -1.0 3.69e+03   0.8 5.78e-05 4.12e-05h  6
 281  5.1711208e+04 4.92e+03 3.85e+04  -1.0 1.79e+02   1.2 7.92e-03 9.63e-03f  1
 282  5.1702116e+04 4.92e+03 9.23e+04  -1.0 1.89e+02   2.5 1.68e-03 4.14e-04f  1
 283  5.1690018e+04 4.91e+03 2.62e+05  -1.0 1.88e+02   2.1 9.10e-03 5.53e-04f  1
 284  5.1019936e+04 4.76e+03 5.37e+04  -1.0 1.82e+02   1.6 2.56e-04 3.17e-02f  1
 285  5.0861640e+04 4.72e+03 5.06e+04  -1.0 1.65e+02   2.0 3.04e-03 8.17e-03f  1
 286  5.1035229e+04 4.65e+03 4.64e+04  -1.0 3.52e+02   1.5 4.36e-04 1.61e-02h  1
 287  5.0953277e+04 4.63e+03 7.09e+05  -1.0 1.65e+02   2.0 7.59e-02 4.52e-03f  1
 288  5.0585108e+04 4.52e+03 8.04e+05  -1.0 3.57e+02   1.5 7.84e-02 2.38e-02f  1
 289  4.9791263e+04 4.31e+03 1.35e+06  -1.0 1.46e+02   1.9 1.42e-01 4.65e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290  4.9063909e+04 4.11e+03 1.34e+06  -1.0 1.70e+02   1.4 3.85e-02 4.66e-02f  1
 291  4.8940907e+04 4.08e+03 1.03e+06  -1.0 1.26e+02   1.8 1.32e-02 7.51e-03f  1
 292  4.8936729e+04 4.08e+03 1.31e+06  -1.0 3.84e+03   1.4 2.92e-06 9.23e-05f  1
 293  4.8917939e+04 4.07e+03 1.40e+06  -1.0 2.41e+02   1.8 7.11e-04 1.17e-03f  1
 294  4.8853833e+04 4.06e+03 9.23e+05  -1.0 1.45e+02   2.2 1.03e-02 4.16e-03f  1
 295  4.8851119e+04 4.06e+03 8.75e+05  -1.0 1.15e+03   1.7 2.68e-04 2.26e-04f  1
 296  4.8817123e+04 4.05e+03 1.08e+06  -1.0 2.03e+02   2.2 2.57e-04 2.32e-03f  1
 297  4.8795952e+04 4.04e+03 1.11e+06  -1.0 1.40e+02   2.6 8.27e-02 1.43e-03f  1
 298  4.8714300e+04 4.02e+03 2.13e+06  -1.0 2.68e+02   2.1 1.46e-04 5.91e-03f  1
 299  4.8707996e+04 4.02e+03 2.13e+06  -1.0 1.66e+02   2.5 6.36e-03 4.58e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300  4.8706474e+04 4.02e+03 2.16e+06  -1.0 4.21e+02   2.1 2.43e-05 1.42e-04f  1
 301  4.8705871e+04 4.01e+03 2.32e+06  -1.0 1.76e+02   2.5 3.04e-02 4.45e-05f  1
 302  4.8696852e+04 4.01e+03 2.52e+06  -1.0 5.26e+02   2.0 4.12e-04 9.43e-04f  1
 303  4.8696259e+04 4.01e+03 3.14e+06  -1.0 1.90e+02   2.4 5.97e-03 4.54e-05f  1
 304  4.8694436e+04 4.01e+03 2.69e+06  -1.0 7.58e+02   2.0 1.11e-03 3.08e-04f  1
 305  4.8364871e+04 3.91e+03 9.19e+05  -1.0 2.01e+02   2.4 2.30e-04 2.58e-02f  1
 306  4.8374839e+04 3.90e+03 9.28e+05  -1.0 7.73e+02   1.9 1.55e-04 1.24e-03h  1
 307  4.8367210e+04 3.90e+03 9.29e+05  -1.0 1.73e+02   2.3 6.34e-03 7.40e-04f  1
 308  4.8367608e+04 3.90e+03 9.29e+05  -1.0 9.18e+02   1.9 1.37e-05 2.61e-05h  1
 309  4.8367472e+04 3.90e+03 9.29e+05  -1.0 1.84e+02   2.3 1.12e-04 1.38e-05f  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310r 4.8367472e+04 3.90e+03 1.00e+03   1.6 0.00e+00   1.8 0.00e+00 8.50e-08R  2
 311r 4.8352815e+04 3.88e+03 1.20e+03   1.6 8.00e+03    -  1.50e-04 2.66e-05f  1
 312r 4.8205710e+04 3.74e+03 4.66e+04   0.9 6.47e+03    -  1.27e-02 3.67e-04f  1
 313r 4.7109942e+04 3.11e+03 7.91e+04   0.9 5.90e+03    -  7.91e-03 3.09e-03f  1
 314  4.7107565e+04 3.11e+03 8.04e+02  -1.0 9.51e+02    -  4.64e-03 1.73e-05f  1
 315  4.7091110e+04 3.11e+03 1.53e+04  -1.0 4.57e+02    -  1.02e-02 5.86e-04f  1
 316  4.7035699e+04 3.10e+03 1.23e+04  -1.0 4.33e+02    -  1.17e-04 2.13e-03f  1
 317  4.6193520e+04 3.04e+03 6.67e+03  -1.0 3.02e+02    -  3.26e-03 1.93e-02f  1
 318  4.6192488e+04 3.04e+03 1.82e+04  -1.0 9.37e+01   1.3 1.19e-03 1.10e-04f  1
 319  4.6153038e+04 3.03e+03 1.37e+04  -1.0 9.54e+01   0.9 1.01e-03 4.31e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320  4.6086698e+04 3.01e+03 2.63e+04  -1.0 9.60e+01   0.4 3.61e-03 7.16e-03f  1
 321  4.6086163e+04 3.01e+03 6.23e+05  -1.0 9.28e+01   2.6 1.84e-03 5.81e-05f  2
 322  4.6071377e+04 3.00e+03 1.02e+06  -1.0 9.36e+01   2.1 4.46e-03 1.66e-03f  1
 323  4.6067227e+04 3.00e+03 3.68e+06  -1.0 9.39e+01   2.6 7.35e-03 4.76e-04f  1
 324  4.6067049e+04 3.00e+03 5.06e+06  -1.0 9.58e+01   2.1 9.75e-03 2.24e-05f  2
 325  4.6055055e+04 2.99e+03 5.60e+06  -1.0 9.80e+01   1.6 1.36e-02 1.59e-03f  1
 326  4.6054362e+04 2.99e+03 5.78e+06  -1.0 1.06e+02   1.1 1.39e-02 1.06e-04f  1
 327  4.5948288e+04 2.93e+03 5.65e+06  -1.0 1.31e+02   0.7 1.83e-02 2.19e-02f  1
 328  4.6084177e+04 2.79e+03 5.15e+06  -1.0 2.48e+02   0.2 8.47e-02 4.62e-02h  1
 329  4.6102589e+04 2.78e+03 5.11e+06  -1.0 6.49e+02  -0.3 3.05e-03 4.07e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330  4.6097967e+04 2.64e+03 5.04e+06  -1.0 1.43e+02   0.1 1.23e-02 4.86e-02f  1
 331  4.6127875e+04 2.64e+03 4.95e+06  -1.0 2.54e+02  -0.3 1.41e-02 2.28e-03h  1
 332  4.6101538e+04 2.55e+03 4.91e+06  -1.0 1.13e+02   0.1 6.12e-03 3.39e-02f  1
 333  4.6180320e+04 2.52e+03 4.75e+06  -1.0 1.92e+02  -0.4 2.71e-02 9.05e-03h  1
 334  4.6162565e+04 2.49e+03 4.73e+06  -1.0 9.96e+01   0.0 3.84e-03 1.25e-02f  1
 335  4.6171916e+04 2.49e+03 4.73e+06  -1.0 2.09e+02  -0.5 8.54e-04 7.45e-04h  1
 336  4.6166898e+04 2.48e+03 4.57e+06  -1.0 9.62e+01  -0.0 3.29e-02 2.83e-03f  1
 337  4.6273194e+04 2.44e+03 4.59e+06  -1.0 1.71e+02  -0.5 9.97e-05 1.57e-02h  1
 338  4.6298900e+04 2.44e+03 4.56e+06  -1.0 4.06e+02  -1.0 3.92e-03 7.60e-04h  1
 339  4.6312609e+04 2.44e+03 4.55e+06  -1.0 1.10e+04  -1.5 4.09e-05 1.46e-05h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340  4.6393098e+04 2.43e+03 4.53e+06  -1.0 3.43e+02  -1.0 4.83e-03 3.25e-03h  1
 341  4.6464832e+04 2.43e+03 4.53e+06  -1.0 1.82e+03    -  2.94e-04 6.56e-04h  1
 342  4.6513605e+04 2.43e+03 4.49e+06  -1.0 5.41e+02    -  4.87e-03 2.30e-03h  1
 343  4.6542703e+04 2.42e+03 4.50e+06  -1.0 6.34e+02    -  3.12e-04 1.01e-03h  1
 344  4.6546955e+04 2.42e+03 4.40e+06  -1.0 3.36e+02    -  1.17e-02 5.03e-04h  1
 345  4.6624785e+04 2.40e+03 4.37e+06  -1.0 3.22e+02    -  7.98e-03 9.89e-03h  1
 346  4.6749162e+04 2.36e+03 4.36e+06  -1.0 2.74e+02    -  7.58e-03 1.55e-02h  1
 347  4.6960748e+04 2.36e+03 4.37e+06  -1.0 2.19e+03  -1.5 3.10e-04 1.49e-03h  1
 348  4.6963560e+04 2.36e+03 4.27e+06  -1.0 2.61e+02    -  1.47e-02 1.99e-04h  1
 349  4.7053359e+04 2.27e+03 4.03e+06  -1.0 1.81e+02    -  4.95e-02 3.49e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350  4.7180142e+04 1.80e+03 3.78e+06  -1.0 1.39e+02    -  9.35e-02 1.92e-01h  1
 351  4.7119937e+04 1.68e+03 3.59e+06  -1.0 1.29e+02    -  4.66e-02 6.79e-02f  1
 352  4.7109184e+04 1.66e+03 3.58e+06  -1.0 9.66e+01    -  2.18e-03 6.99e-03f  1
 353  4.7098073e+04 1.63e+03 3.46e+06  -1.0 1.06e+02    -  3.72e-02 1.90e-02f  1
 354  4.7093426e+04 1.59e+03 3.38e+06  -1.0 1.06e+02    -  2.09e-02 2.76e-02f  1
 355  4.7042894e+04 1.55e+03 3.37e+06  -1.0 7.61e+01    -  1.10e-03 2.21e-02f  1
 356  4.7041481e+04 1.55e+03 3.22e+06  -1.0 6.70e+01    -  4.98e-02 1.32e-03f  1
 357  4.6968691e+04 1.48e+03 3.19e+06  -1.0 6.44e+01    -  2.51e-03 4.71e-02f  1
 358  4.6967771e+04 1.47e+03 3.09e+06  -1.0 5.96e+01    -  3.92e-02 9.88e-04f  1
 359  4.6844507e+04 1.41e+03 3.07e+06  -1.0 6.82e+01    -  4.52e-04 4.06e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360  4.6793250e+04 1.41e+03 3.02e+06  -1.0 3.40e+02    -  1.60e-02 2.68e-03f  1
 361  4.6792142e+04 1.41e+03 2.95e+06  -1.0 5.67e+01    -  2.72e-02 2.00e-03f  1
 362  4.6781065e+04 1.39e+03 2.94e+06  -1.0 5.41e+01    -  2.47e-03 1.02e-02f  1
 363  4.6780323e+04 1.36e+03 2.68e+06  -1.0 5.64e+01    -  1.03e-01 2.66e-02h  1
 364  4.6766975e+04 1.34e+03 2.67e+06  -1.0 4.75e+01    -  2.88e-03 1.20e-02f  1
 365  4.6720177e+04 1.29e+03 2.64e+06  -1.0 4.57e+01    -  1.74e-03 3.61e-02f  1
 366  4.6720260e+04 1.29e+03 2.56e+06  -1.0 4.73e+01    -  3.97e-02 1.33e-03h  1
 367  4.6755273e+04 1.21e+03 2.49e+06  -1.0 4.88e+01    -  1.79e-02 6.07e-02h  1
 368  4.6672957e+04 1.19e+03 2.48e+06  -1.0 1.31e+02    -  1.55e-03 1.56e-02f  1
 369  4.6672744e+04 1.19e+03 2.44e+06  -1.0 4.06e+01    -  2.37e-02 1.79e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370  4.6673517e+04 1.17e+03 2.40e+06  -1.0 4.13e+01    -  1.13e-02 1.79e-02h  1
 371  4.6705289e+04 1.13e+03 2.13e+06  -1.0 6.54e+01    -  1.55e-01 3.36e-02h  1
 372  4.6822384e+04 1.03e+03 2.05e+06  -1.0 7.53e+01    -  4.38e-03 8.37e-02h  1
 373  4.6985408e+04 9.30e+02 1.73e+06  -1.0 8.49e+01    -  1.93e-01 9.85e-02h  1
 374  4.7281120e+04 7.65e+02 1.54e+06  -1.0 7.83e+01    -  5.59e-02 1.75e-01h  1
 375  4.7368078e+04 7.14e+02 1.38e+06  -1.0 3.99e+01    -  1.52e-01 6.57e-02h  1
 376  4.7548566e+04 6.15e+02 1.17e+06  -1.0 2.80e+01    -  1.66e-01 1.37e-01h  1
 377  4.7616880e+04 5.93e+02 9.95e+05  -1.0 1.11e+02    -  1.38e-01 3.50e-02H  1
 378  4.7724801e+04 6.26e+02 8.86e+05  -1.0 2.46e+02    -  1.07e-01 6.58e-02h  2
 379  4.7724692e+04 6.26e+02 9.04e+05  -1.0 9.55e+02  -2.0 9.89e-04 2.20e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380  4.7724843e+04 6.26e+02 9.04e+05  -1.0 1.24e+02  -1.6 1.20e-04 1.22e-04f 11
 381  4.7729155e+04 6.27e+02 9.05e+05  -1.0 1.23e+03  -2.0 1.00e-03 1.47e-03h  4
 382  4.7766673e+04 6.33e+02 9.01e+05  -1.0 2.08e+02  -1.6 1.98e-03 2.82e-02h  1
 383  4.7856699e+04 6.62e+02 8.52e+05  -1.0 1.24e+02  -1.2 5.93e-02 9.21e-02h  1
 384  4.7858494e+04 6.59e+02 9.03e+05  -1.0 7.39e+01   0.1 1.21e-02 4.23e-03h  1
 385  4.7858465e+04 6.59e+02 9.61e+05  -1.0 9.18e+01   0.6 2.21e-03 6.70e-05h  1
 386  4.7858701e+04 6.59e+02 9.51e+05  -1.0 2.00e+02   0.1 2.95e-05 5.52e-04f  5
 387  4.7858923e+04 6.58e+02 1.03e+06  -1.0 3.50e+01   0.5 3.63e-02 3.14e-04f  8
 388  4.7846495e+04 6.49e+02 1.04e+06  -1.0 1.48e+02   0.0 4.01e-04 1.41e-02f  1
 389  4.7964814e+04 5.87e+02 9.19e+05  -1.0 1.96e+01  -0.4 1.55e-02 9.48e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 390  4.8043474e+04 6.39e+02 8.63e+05  -1.0 1.74e+02    -  1.77e-02 7.05e-02h  1
 391  4.8265396e+04 8.89e+02 6.95e+05  -1.0 1.44e+02    -  5.51e-02 2.10e-01H  1
 392  4.8363909e+04 8.36e+02 6.15e+05  -1.0 7.17e+01    -  2.15e-01 1.13e-01h  1
 393  4.8485713e+04 7.98e+02 5.14e+05  -1.0 6.86e+01    -  3.52e-01 1.64e-01h  1
 394  4.8632786e+04 6.41e+02 2.89e+05  -1.0 1.28e+01  -0.0 9.09e-02 1.96e-01h  1
 395  4.8633675e+04 6.39e+02 2.50e+05  -1.0 6.43e+01    -  1.52e-01 2.30e-03h  1
 396  4.8627740e+04 1.11e+03 2.51e+05  -1.0 1.34e+02    -  3.58e-04 2.00e-01f  2
 397  4.8680358e+04 8.17e+02 1.78e+05  -1.0 1.66e+01   0.4 2.57e-01 2.65e-01h  1
 398  4.8608608e+04 7.36e+02 1.30e+05  -1.0 3.22e+01  -0.1 1.18e-01 1.01e-01f  1
 399  4.8500959e+04 6.13e+02 2.19e+05  -1.0 1.97e+01   0.4 1.11e-01 1.69e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 400  4.8423758e+04 5.50e+02 9.46e+04  -1.0 7.94e+00   0.8 1.32e-01 1.03e-01f  1
 401  4.8376945e+04 5.43e+02 2.09e+05  -1.0 3.25e+01   0.3 5.14e-02 1.32e-02f  1
 402  4.8298641e+04 4.90e+02 2.58e+04  -1.0 8.07e+00   0.7 3.48e-02 9.74e-02f  1
 403  4.8240261e+04 4.72e+02 2.20e+05  -1.0 1.30e+01   0.3 1.30e-01 3.74e-02f  1
 404  4.8090354e+04 3.38e+02 1.38e+05  -1.0 1.38e+01   0.7 2.30e-01 2.83e-01f  1
 405  4.7979683e+04 2.67e+02 1.74e+05  -1.0 1.47e+01   0.2 5.22e-02 2.13e-01f  1
 406  4.7621083e+04 1.63e+02 8.01e+04  -1.0 1.31e+01  -0.3 4.55e-01 3.91e-01f  1
 407  4.7618642e+04 1.61e+02 6.59e+04  -1.0 2.53e+00   2.0 3.60e-02 1.29e-02f  1
 408  4.7592646e+04 1.29e+02 9.87e+04  -1.0 2.60e+00   1.5 1.29e-01 1.96e-01f  1
 409  4.7590765e+04 1.27e+02 8.04e+04  -1.0 3.34e+00   1.0 8.33e-02 1.45e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 410  4.7485667e+04 6.61e+01 4.68e+04  -1.0 4.43e+00   0.5 9.94e-01 4.82e-01f  1
 411  4.7367748e+04 5.10e+01 2.39e+04  -1.0 6.73e+00   0.1 5.64e-01 2.29e-01f  1
 412  4.7337878e+04 4.97e+01 9.14e+04  -1.0 5.48e+01  -0.4 2.61e-01 2.56e-02f  1
 413  4.7337513e+04 4.97e+01 2.58e+05  -1.0 1.70e+02   0.0 2.74e-02 8.61e-05H  1
 414  4.7218573e+04 4.48e+01 2.51e+05  -1.0 4.28e+01  -0.5 7.80e-01 1.01e-01f  1
 415  4.7189236e+04 6.59e+01 2.50e+05  -1.0 4.27e+03    -  7.47e-04 3.24e-03f  1
 416  4.7146682e+04 6.51e+01 2.42e+05  -1.0 4.32e+01  -0.9 2.22e-01 1.23e-02f  1
 417  4.6965058e+04 3.04e+02 2.30e+05  -1.0 4.37e+03    -  5.02e-03 2.82e-02f  1
 418  4.7063977e+04 2.97e+02 1.96e+05  -1.0 6.39e+01   0.4 1.44e-04 2.45e-02h  1
 419  4.6818206e+04 1.35e+02 1.86e+05  -1.0 5.63e+00  -0.1 1.34e-01 5.49e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 420  4.6790775e+04 1.30e+02 1.10e+05  -1.0 1.05e+01  -0.6 7.43e-01 3.75e-02f  1
 421  4.6788195e+04 1.30e+02 1.43e+05  -1.0 4.76e+03    -  2.09e-01 1.91e-03f  1
 422  4.6573462e+04 3.56e+02 1.77e+05  -1.0 5.94e+03    -  3.19e-01 1.88e-01f  1
 423  4.6451678e+04 4.39e+02 1.49e+05  -1.0 8.38e+03    -  3.55e-03 8.11e-02f  1
 424  4.6448591e+04 4.38e+02 6.69e+04  -1.0 1.96e+01  -1.0 8.77e-01 3.71e-03f  1
 425  4.6295504e+04 3.67e+02 5.14e+04  -1.0 2.24e+01  -1.5 7.58e-02 1.64e-01f  1
 426  4.6293055e+04 3.65e+02 1.33e+05  -1.0 1.43e+01  -2.0 1.00e+00 4.34e-03f  1
 427  4.6194315e+04 2.81e+02 8.13e+04  -1.0 2.28e+01  -1.6 1.00e+00 4.89e-01f  1
 428  4.6066986e+04 2.29e+01 3.06e+03  -1.0 6.36e+00  -1.2 7.81e-01 1.00e+00f  1
 429  4.6026908e+04 6.64e+01 7.11e+03  -1.0 2.18e+01  -1.6 1.00e+00 3.81e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 430  4.5958341e+04 4.10e+01 3.98e+02  -1.0 7.80e+00  -1.2 1.00e+00 1.00e+00f  1
 431  4.5948938e+04 4.47e+01 3.15e+04  -1.0 3.61e+01  -1.7 1.00e+00 9.19e-02f  1
 432  4.5946633e+04 4.23e+01 3.73e+05  -1.0 6.47e+03    -  1.00e+00 5.79e-02f  1
 433  4.5917809e+04 6.89e+00 6.31e+03  -1.0 9.27e+04    -  1.00e+00 1.00e+00f  1
 434  4.5908298e+04 4.67e-01 7.52e+01  -1.0 8.69e-01    -  1.00e+00 1.00e+00f  1
 435  4.5903378e+04 1.03e-01 7.63e+01  -1.0 4.14e-01    -  1.00e+00 1.00e+00f  1
 436  4.5894181e+04 1.69e-01 1.01e+03  -1.7 5.26e-01    -  8.57e-01 1.00e+00f  1
 437  4.5892471e+04 1.26e-02 7.72e+01  -1.7 1.43e-01    -  1.00e+00 1.00e+00f  1
 438  4.5891868e+04 1.47e-03 7.62e+01  -1.7 4.95e-02    -  1.00e+00 1.00e+00f  1
 439  4.5891563e+04 3.80e-04 7.41e+01  -1.7 2.52e-02    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
